Character,VerbJuanito,llevaron
Juanito,entró
Juanito,reunía
Juanito,Tenía
Juanito,dicen
Juanito,acabó
Juanito,faltarnos
Juanito,esperado
Juanito,nació
Juanito,manifestara
Juanito,hecho
Juanito,explicó
Juanito,emprendió
Juanito,vio
Juanito,pecaba
Juanito,pensó
Juanito,discurriendo
Juanito,creyó
Juanito,vio
Juanito,reía
Juanito,pintaba
Juanito,empezó
Juanito,decía
Jacinta,vengaba
Jacinta,cortado
Jacinta,iba
Juanito,vio
Juanito,manifestó
Jacinta,sabía
Juanito,enseñado
Jacinta,decía
Jacinta,apreciaban
Jacinta,empezó
Jacinta,hiciese
Jacinta,creía
Juanito,veía
Jacinta,enfadaba
Jacinta,tenía
Jacinta,arrugó
Jacinta,indicó
Juanito,miró
Jacinta,miraba
Jacinta,conocía
Juanito,corría
Juanito,rascaba
Jacinta,dijo
Jacinta,deseando
Jacinta,estuvo
Jacinta,dejó
Jacinta,atrevía
Jacinta,entendía
Jacinta,reía
Jacinta,decía
Jacinta,volviose
Jacinta,es?--preguntó
Jacinta,vio
Jacinta,sintió
Jacinta,entristeció
Jacinta,durmió
Juanito,decía
Jacinta,hacía
Jacinta,vio
Jacinta,presintió
Jacinta,echar
Juanito,sentó
Jacinta,observaba
Jacinta,sabía
Fortunata,tenía
Fortunata,tenía
Fortunata,tenía
Fortunata,metía
Jacinta,advirtió
Fortunata,persiguió
Jacinta,temblaba
Jacinta,pudo
Jacinta,atrevió
Jacinta,quería
Fortunata,llevó
Jacinta,tuvo
Jacinta,considerar
Jacinta,acordó
Jacinta,resuelto
Jacinta,quería
Jacinta,dejó
Jacinta,ocultárselo
Jacinta,convencía
Jacinta,destinaba
Jacinta,gastaba
Jacinta,iban
Jacinta,mimaba
Jacinta,detuvo
Jacinta,miraba
Jacinta,inclinó
Jacinta,advertir
Jacinta,creía
Jacinta,echó
Jacinta,avergonzaba
Jacinta,ocultarle
Jacinta,recibía
Jacinta,ponía
Jacinta,pasó
Jacinta,hicieron
Jacinta,notó
Jacinta,pasó
Jacinta,reía
Jacinta,proponía
Jacinta,tenía
Juanito,sacaba
Juanito,llegó
Jacinta,dejaba
Jacinta,tenía
Jacinta,sintió
Jacinta,quería
Jacinta,sentía
Jacinta,metió
Jacinta,sintió
Jacinta,daba
Jacinta,desbarataba
Jacinta,puso
Jacinta,hizo
Jacinta,apareció
Jacinta,Volvió
Jacinta,creyeron
Jacinta,miraron
Jacinta,sintió
Jacinta,salió
Jacinta,entró
Jacinta,llevó
Jacinta,pegó
Jacinta,habla
Jacinta,retuvo
Jacinta,cerró
Jacinta,vio
Jacinta,siéntate
Jacinta,buscar
Jacinta,tocó
Jacinta,ponme
Jacinta,cúbrele
Jacinta,quita
Jacinta,comerá
Jacinta,tenía
Jacinta,parecía
Jacinta,puso
Jacinta,salió
Jacinta,puso
Jacinta,veía
Jacinta,miraba
Jacinta,asustaba
Jacinta,vio
Jacinta,miró
Jacinta,visto
Jacinta,apretaba
Jacinta,verles
Jacinta,Vio
Jacinta,sabía
Jacinta,observaba
Jacinta,conformó
Jacinta,querido
Jacinta,dado
Jacinta,estaba
Jacinta,encaró
Jacinta,preguntó
Jacinta,echó
Jacinta,creyó
Jacinta,Cuentan
Jacinta,preguntó
Jacinta,examinó
Jacinta,visto
Jacinta,cogerle
Jacinta,lanzado
Jacinta,llevaba
Jacinta,sentó
Jacinta,hizo
Jacinta,retuvo
Jacinta,preguntó
Jacinta,sacó
Jacinta,puso
Jacinta,volvió
Jacinta,despidió
Jacinta,entraron
Jacinta,subieron
Jacinta,empezaba
Mauricia,llaman
Jacinta,simpatizase
Jacinta,creyó
Jacinta,admiró
Jacinta,tenía
Jacinta,llevado
Jacinta,daba
Jacinta,veía
Jacinta,discurría
Jacinta,quería
Jacinta,desojaban
Jacinta,pudo
Jacinta,sacó
Jacinta,dado
Jacinta,daba
Juanito,entonces--replicó
Jacinta,sacrificaba
Juanito,dijo
Jacinta,Creyó
Jacinta,echó
Jacinta,quitaba
Jacinta,entregaba
Jacinta,reía
Jacinta,reía
Jacinta,sofocó
Jacinta,Estaba
Jacinta,poner
Jacinta,preguntaba
Jacinta,vio
Jacinta,decía
Jacinta,dejó
Jacinta,díjole
Jacinta,mojaba
Jacinta,agitaba
Jacinta,estrechó
Jacinta,reveló
Jacinta,daré--manifestó
Jacinta,soltó
Jacinta,eclipsaba
Jacinta,puso
Jacinta,Durmió
Jacinta,vio
Jacinta,besó
Jacinta,gritó
Jacinta,exploró
Jacinta,disponía
Jacinta,echó
Jacinta,deseaba
Jacinta,tenía
Jacinta,--indicó
Juanito,retiró
Jacinta,hablar
Jacinta,Cuenta
Juanito,vieron
Jacinta,quiso
Jacinta,echado
Jacinta,no--gritó
Jacinta,acostumbrado
Jacinta,callaba
Fortunata,decía
Fortunata,inspiraba
Jacinta,tenía
Jacinta,contemplaba
Jacinta,sonreía
Jacinta,deseaba
Jacinta,sabía
Jacinta,hiciera
Jacinta,ver
Jacinta,tenía
Jacinta,corrió
Jacinta,regañó
Jacinta,Volvió
Jacinta,rogaron
Jacinta,oír
Jacinta,oyó
Jacinta,reía
Jacinta,Iba
Jacinta,tragaba
Jacinta,estaba
Jacinta,Pasaba
Jacinta,ver
Jacinta,notaba
Jacinta,ponía
Jacinta,entró
Jacinta,volvió
Jacinta,Entró
Juanito,Estaba
Jacinta,_
Jacinta,llega
Jacinta,creyó
Jacinta,entra
Jacinta,aparecieron
Jacinta,echando
Jacinta,mete
Jacinta,sé
Jacinta,abre
Jacinta,talonario!--chillaba
Jacinta,preguntó
Jacinta,creyó
Fortunata,miraba
Fortunata,parecía
Fortunata,oyó
Fortunata,vaciló
Fortunata,quedándose
Jacinta,aparecía
Fortunata,agachó
Jacinta,acobardaron
Mauricia,ven
Maxi,marchado
Fortunata,examina
Fortunata,sigue
Fortunata,mira
Juanito,viene
Fortunata,mira
Fortunata,ve
Maxi,hizo
Fortunata,Sentía
Fortunata,saliese
Fortunata,vio
Fortunata,metió
Fortunata,inclinaba
Fortunata,venido
Maxi,ocupó
Maxi,habló
Fortunata,aventuró
Fortunata,decía
Maxi,volvió
Maxi,dijo
Fortunata,encendió
Maxi,estiró
Fortunata,vio
Fortunata,vio
Fortunata,sintió
Maxi,hecho
Maxi,volvió
Fortunata,creyó
Maxi,seguía
Fortunata,apoyó
Fortunata,expresaba
Maxi,dejó
Maxi,subió
Fortunata,admiró
Maxi,manifestó
Maxi,comió
Maxi,estuvo
Maximiliano,oyeran
Fortunata,veía
Aurora,entró
Aurora,tenía
Aurora,volvió
Aurora,disponiendo
Aurora,vestía
Aurora,tenía
Aurora,volvió
Aurora,pasó
Fortunata,hecho
Aurora,echó
Aurora,volvió
Fortunata,da--replicó
Fortunata,hacían
Aurora,reían
Maxi,empeoraba
Fortunata,trazó
Fortunata,volvió
Fortunata,levantaba
Fortunata,tuvo
Maxi,entró
Fortunata,planchando
Fortunata,dijo
Fortunata,volvió
Maxi,sentó
Maxi,irritó
Fortunata,quedó
Maxi,ayudarás--prosiguió
Fortunata,tomó
Maxi,despabiló
Maxi,avino
Fortunata,entendía
Fortunata,tiraba
Maxi,miraba
Fortunata,ponía
Fortunata,hacía
Fortunata,tenía
Fortunata,iba
Fortunata,sintió
Aurora,convenía
Fortunata,absorta
Fortunata,apartaba
Maximiliano,volvía
Maxi,contestó
Maxi,dijo
Maxi,observaba
Maxi,tomaba
Maxi,sonreía
Maxi,subió
Fortunata,metió
Maximiliano,instaba
Fortunata,deseado
Maxi,hizo
Fortunata,estremeció
Maximiliano,meditaba
Fortunata,lanzó
Maxi,dijo
Fortunata,salió
Fortunata,admirase
Fortunata,volvió
Fortunata,palideció
Maxi,continuaba
Maxi,ve
Fortunata,atendía
Fortunata,parecía
Jacinta,convencía
Jacinta,inclinó
Jacinta,siguió
Jacinta,observó
Jacinta,tomado
Jacinta,va
Jacinta,cogió
Jacinta,metió
Jacinta,salía
Jacinta,despedirse
Jacinta,dicho
Fortunata,entraba
Fortunata,levantó
Maximiliano,permanecía
Fortunata,anduvo
Aurora,faltaba
Fortunata,esperaba
Aurora,desenvolverse
Fortunata,deseaba
Aurora,puso
Fortunata,ayudaba
Aurora,arrancaba
Aurora,suspendió
Aurora,?--apuntó
Aurora,dejó
Fortunata,mujer--saltó
Aurora,abandonó
Fortunata,retirarse
Aurora,quedó
Fortunata,tenía
Fortunata,dejó
Fortunata,llegó
Maxi,cogiéndole
Maxi,endilgó
Fortunata,apoyó
Fortunata,preguntole
Fortunata,sentía
Maxi,levantó
Fortunata,sabía
Fortunata,comprendía
Maxi,dijo
Maxi,decía
Fortunata,puso
Maxi,tenía
Maxi,felicidad--replicó
Fortunata,coge
Maxi,plantó
Fortunata,dejó
Fortunata,pegó
Fortunata,corrió
Fortunata,llevaba
Maxi,apoderarse
Maximiliano,sabido
Fortunata,determinó
Fortunata,puesto
Maxi,llamarse
Fortunata,dijo
Fortunata,poseía
Fortunata,pensó
Fortunata,encaminó
Fortunata,entró
Fortunata,cogió
Fortunata,sabía
Fortunata,hizo
Fortunata,seguía
Fortunata,daba
Fortunata,Salió
Fortunata,resuelto
Fortunata,conocía
Fortunata,llegado
Fortunata,vio
Fortunata,veía
Maxi,empezó
Maxi,expresó
Maxi,repitió
Fortunata,sintió
Fortunata,echar
Jacinta,faltado
Fortunata,imaginaba
Maxi,andaba
Maximiliano,descubra
Aurora,verla
Fortunata,encontró
Aurora,verla
Maxi,iba
Maximiliano,discurrió
Maximiliano,siguió
Maximiliano,retiró
Maxi,vio
Maxi,trató
Maxi,quiso
Maximiliano,bebiese
Maxi,personó
Maximiliano,seguía
Maxi,parecía
Fortunata,muerto
Maxi,usaba
Maxi,dijo
Aurora,parecía
Maxi,miró
Maxi,diese
Aurora,honrada
Aurora,defendía
Maxi,perdía
Maxi,decía
Maxi,rascó
Maxi,desconcertó
Maxi,llevó
Maximiliano,apresuró
Fortunata,sintió
Aurora,acordase
Fortunata,reía
Fortunata,adquiriendo
Fortunata,acordaba
Fortunata,sintió
Fortunata,estuvo
Fortunata,creyó
Maxi,dijo
Fortunata,encontró
Fortunata,sabía
Maxi,parecía
Fortunata,respondió
Maxi,expresó
Fortunata,volvió
Fortunata,tuvo
Fortunata,volvió
Maxi,alargaba
Fortunata,entender
Maxi,dijo
Fortunata,persignaba
Fortunata,sintió
Fortunata,quiso
Fortunata,sintió
Aurora,sale
Aurora,dice
Fortunata,calles--gritó
Maxi,matado
Fortunata,abría
Fortunata,tuvo
Maxi,salió
Maximiliano,sonreía
Fortunata,puso
Fortunata,agasajaba
Fortunata,notó
Fortunata,bebía
Jacinta,viera
Jacinta,dice
Aurora,entraban
Aurora,cogía
Aurora,quedó
Fortunata,dijo
Aurora,metes?--balbució
Fortunata,puso
Aurora,tranquilizaba
Aurora,acercó
Fortunata,dijo
Fortunata,descargase
Fortunata,hizo
Fortunata,continuaba
Fortunata,dijo
Aurora,volvió
Maximiliano,hizo
Maxi,hacía
Maximiliano,callaba
Maximiliano,levantaron
Fortunata,llamó
Fortunata,bebía
Fortunata,sintió
Fortunata,comprendía
Maxi,tanto--agregó
Fortunata,amenazándole
Maximiliano,estremeció
Fortunata,exaltándose
Fortunata,incorporó
Maxi,interrogaba
Maximiliano,empezó
Maxi,dejaba
Maxi,alargó
Maxi,venido
Fortunata,vuelto
Maxi,dicho
Fortunata,tomó
Fortunata,consintió
Jacinta,tienes
Fortunata,pareció
Jacinta,desear
Jacinta,desea
Fortunata,expresaba
Fortunata,tiró
Jacinta,faltó
Jacinta,creen
Maximiliano,comprado
Fortunata,oído
Fortunata,componía
Jacinta,viniera
Jacinta,estuvo
Jacinta,viene
Fortunata,rió
Fortunata,incorporado
Fortunata,movió
Fortunata,abra
Fortunata,matado
Fortunata,miraba
Fortunata,dijo
Jacinta,encarga
Fortunata,dijo
Fortunata,estremeció
Fortunata,acentuó
Fortunata,volvió
Jacinta,cogieron
Jacinta,despachó
Jacinta,vivía
Jacinta,hacía
Maxi,mirándole
Maxi,comprendía
Maxi,prorrumpió
Maxi,vistió
Maxi,iba
Maximiliano,quedó
Maximiliano,expresó
Maxi,iba
Jacinta,contado
Jacinta,refería
Jacinta,entusiasmarse
Jacinta,indignaba
Jacinta,vio
Jacinta,tunante!--pensaba
Jacinta,esforzaba
Jacinta,tuvo
Jacinta,rompió
Jacinta,creer
Jacinta,perdido--murmuró
Jacinta,quedar
Jacinta,abrió
Jacinta,cerrado
Fortunata,decía
Fortunata,créelo
Jacinta,empezado
Jacinta,dio
Jacinta,sintió
Jacinta,levantó
Jacinta,recibió
Jacinta,preguntó
Jacinta,hizo
Jacinta,cayó
Jacinta,claro--repitió
Jacinta,observaba
Jacinta,Volvió
Fortunata,abierto
Fortunata,comprendió
Fortunata,absorta
Fortunata,pensado
Jacinta,dirá
Fortunata,atravesó
Fortunata,vio
Fortunata,Estaba
Fortunata,convenció
Fortunata,frunció
Fortunata,entendía
Fortunata,sentía
Fortunata,tuviese
Fortunata,empezando
Fortunata,hablar
Fortunata,tenía
Fortunata,iba
Fortunata,pasó
Fortunata,oía
Fortunata,hacía
Fortunata,gritar
Fortunata,notado
Fortunata,tontuna!--dijo
Fortunata,hecho
Fortunata,dicho
Fortunata,entendía
Fortunata,comía
Fortunata,pensaba
Fortunata,Corrió
Fortunata,permaneció
Fortunata,podía
Maximiliano,abrirá
Fortunata,estaba
Maximiliano,pensará
Maxi,tomado
Maximiliano,dedicado
Fortunata,quedó
Fortunata,dudaba
Fortunata,asustó
Maximiliano,saludó
Maximiliano,convencer--manifestó
Maxi,dijo
Maximiliano,comprendía
Maxi,dedicado
Maximiliano,puso
Maximiliano,miraba
Maximiliano,llenó
Fortunata,existe
Fortunata,tenía
Fortunata,verle
Maximiliano,quiere
Fortunata,dado
Fortunata,dado
Maximiliano,concluyendo
Maxi,estaba
Maxi,dijo
Fortunata,estaba
Maximiliano,cayó
Fortunata,siéntate
Maximiliano,sintió
Fortunata,dijo
Maxi,empezó
Fortunata,miraba
Maxi,opinaba
Maxi,apretó
Mauricia,tienes
Fortunata,viste
Fortunata,quitó
Maximiliano,habló
Maxi,Refirió
Mauricia,saliese
Mauricia,enfureció
Fortunata,hacía
Fortunata,saldría
Fortunata,componía
Maxi,veía
Fortunata,dile
Fortunata,veía
Mauricia,muriendo
Mauricia,volvió
Fortunata,ofenderse
Mauricia,ponía
Fortunata,dijo
Mauricia,sonreía
Fortunata,sentía
Fortunata,pensaba
Mauricia,parecía
Fortunata,vio
Fortunata,decía
Mauricia,debía
Mauricia,recibiera
Fortunata,entrado
Fortunata,oyó
Mauricia,frunció
Mauricia,sentía
Fortunata,acompañaban
Mauricia,dormía
Fortunata,dijo
Jacinta,echó
Fortunata,sabía
Fortunata,miraba
Fortunata,pensaba
Jacinta,tapaba
Jacinta,querido
Jacinta,resistir
Mauricia,contenta
Fortunata,examinó
Jacinta,miraba
Fortunata,supo
Mauricia,echó
Mauricia,pareció
Mauricia,seguía
Fortunata,aguardó
Fortunata,mostrase
Maxi,prometió
Maximiliano,detuvieron
Fortunata,pasó
Mauricia,llaman
Mauricia,hacía
Fortunata,sujetarla
Mauricia,tranquilizarse
Fortunata,echó
Fortunata,creyó
Fortunata,impuso
Fortunata,retiró
Maximiliano,opuso
Fortunata,salió
Fortunata,creía
Fortunata,necesitó
Fortunata,entró
Jacinta,hablaron
Mauricia,dormía
Jacinta,acompañó
Mauricia,saldrá
Jacinta,sabía
Jacinta,pensaba
Jacinta,miró
Jacinta,quedó
Fortunata,movía
Jacinta,veía
Fortunata,comprendió
Fortunata,empezaba
Fortunata,sintió
Maxi,echó
Fortunata,pensó
Maxi,dijo
Maximiliano,desnudaba
Fortunata,volvió
Maximiliano,dio
Fortunata,dijo
Fortunata,sentía
Fortunata,alejar
Fortunata,simpatizaba
Aurora,ponerse
Fortunata,condujo
Fortunata,notó
Maxi,Contestó
Fortunata,sabía
Maximiliano,empezó
Fortunata,cogió
Maximiliano,dio
Fortunata,sentía
Maximiliano,distrajo
Fortunata,ver
Maxi,expresaba
Fortunata,acostumbrado
Maximiliano,expresado
Fortunata,gustaba
Maximiliano,pareció
Fortunata,entristeció
Fortunata,muerto!--exclamó
Mauricia,apretaba
Mauricia,estaba
Fortunata,atendía
Fortunata,vio
Mauricia,dijo
Fortunata,tuvo
Fortunata,Advertía
Fortunata,dijo
Fortunata,contestó
Fortunata,casaron--agregó
Mauricia,quedó
Fortunata,dijo
Maxi,durmió
Mauricia,inspirado
Mauricia,trocado
Maximiliano,desapareció
Maximiliano,Empezó
Maximiliano,veía
Maximiliano,soñaba
Maximiliano,iba
Maximiliano,tenía
Maximiliano,perdiendo
Maximiliano,hacía
Maximiliano,echando
Maximiliano,pagaba
Maximiliano,iba
Maximiliano,apuntó
Maximiliano,encaró
Maximiliano,negase
Maximiliano,miró
Maximiliano,contemplaba
Fortunata,reía
Fortunata,levantó
Fortunata,Salió
Maximiliano,despidió
Fortunata,andar
Fortunata,oía
Maximiliano,reservaba
Fortunata,miró
Maximiliano,probara?--dijo
Maximiliano,insistió
Maximiliano,hablado
Maximiliano,tuvo
Maximiliano,discurrió
Maximiliano,Estaba
Maximiliano,verla
Maximiliano,hizo
Maximiliano,atrapado
Maximiliano,estremeció
Maximiliano,paseaba
Maximiliano,metió
Maximiliano,sacaba
Fortunata,pasmaba
Maximiliano,hallaba
Maximiliano,llevaba
Maximiliano,creía
Fortunata,tenía
Maximiliano,reía
Maximiliano,erigido
Maximiliano,sacó
Fortunata,entendía
Fortunata,miró
Fortunata,ocultaba
Maximiliano,tuvo
Fortunata,veíase
Maximiliano,insistió
Fortunata,dijo
Juárez,dijo
Juárez,ofrecía
Juanito,dio
Maximiliano,sintió
Fortunata,acordaba
Maximiliano,vio
Maximiliano,sabía
Fortunata,dicho
Maximiliano,daba
Fortunata,amara
Fortunata,prendaba
Maximiliano,preguntaba
Fortunata,querer
Maximiliano,Pasaba
Maximiliano,iba
Fortunata,salía
Fortunata,pensaba
Maximiliano,dijo
Fortunata,deseaba
Maximiliano,daba
Maximiliano,abandonó
Fortunata,tenía
Maximiliano,estudiaba
Maximiliano,abalanzó
Fortunata,empezó
Fortunata,salió
Maximiliano,dio
Fortunata,conocía
Maximiliano,retiró
Maximiliano,conocía
Maximiliano,oyó
Maximiliano,hizo
Maximiliano,entró
Maximiliano,rascaba
Maximiliano,buscaba
Maximiliano,sintió
Maximiliano,deseaba
Maximiliano,Siguió
Maximiliano,dejó
Maximiliano,hablaba
Maximiliano,apostaba
Maximiliano,elogió
Fortunata,decía
Fortunata,aseguraba
Fortunata,pudo
Maximiliano,echó
Fortunata,almorzaba
Maximiliano,estudiaba
Maximiliano,contaron
Fortunata,comprendieron
Juanito,supo
Maximiliano,dar
Fortunata,recordaba
Maximiliano,prestó
Fortunata,vio
Maximiliano,elogiaba
Maximiliano,dijo
Maximiliano,puesto
Fortunata,dicho
Maximiliano,apagaría
Maximiliano,entró
Maximiliano,durmió
Maximiliano,decir
Maximiliano,contempló
Maximiliano,entere
Maximiliano,sintió
Maximiliano,conoció
Maximiliano,sofocado
Maximiliano,sintió
Maximiliano,permitió
Maximiliano,sentó
Maximiliano,inmutó
Maximiliano,encontró
Maximiliano,rompió
Maximiliano,sujetó
Maximiliano,movió
Maximiliano,estrelló
Maximiliano,guardó
Maxi,viera
Maximiliano,dado
Fortunata,debe
Maximiliano,necesitaba
Maximiliano,sabía
Maximiliano,enterado
Maximiliano,observar
Maximiliano,calculó
Maximiliano,estaba
Maximiliano,entró
Maximiliano,despreciaba
Maxi,ponía
Maxi,vio
Maxi,quería
Maximiliano,sentía
Maximiliano,rehízo
Maxi,sintió
Maximiliano,rogó
Maximiliano,tarambana--afirmó
Fortunata,vaciló
Fortunata,faltaba
Fortunata,miró
Fortunata,haciendo
Fortunata,atrevió
Fortunata,miraba
Fortunata,seguía
Maximiliano,tenía
Fortunata,--dijo
Maxi,enterarse
Fortunata,vio
Fortunata,volvería
Fortunata,cogió
Maxi,tenía
Maximiliano,quedó
Fortunata,apoyó
Maxi,sacó
Maximiliano,estaba
Maximiliano,salió
Maximiliano,quiso
Fortunata,pasando
Fortunata,deseaba
Maximiliano,habló
Fortunata,veía
Fortunata,manifestaba
Maximiliano,pretendía
Maxi,salieron
Maxi,salía
Maximiliano,hizo
Fortunata,entusiasmaba
Maximiliano,moriría
Maximiliano,alejado
Fortunata,conducida
Fortunata,parecía
Maxi,inspiraba
Maximiliano,miró
Maximiliano,comía
Fortunata,estrechó
Maximiliano,siguió
Fortunata,atormentó
Maximiliano,encaminó
Maxi,Observó
Maxi,observó
Fortunata,elogió
Maximiliano,volvió
Fortunata,pertenecía
Fortunata,sabía
Mauricia,llaman
Fortunata,indicó
Mauricia,hablaba
Mauricia,arrastrándose
Mauricia,habla
Juanito,viene
Mauricia,dijo
